ad_id,date,list_price,zip_code,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office,Basement surface,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,External reference,Outdoor parking spaces,Planning permission obtained,Intercom,Covered parking spaces,Basement,Conformity certification for fuel tanks,Office surface,Armored door,Secure access / alarm,Bedroom 5 surface
11097197,2024-01-26,149000,4040,After signing the deed,May 31 2024 - 12:00 AM,Liège environs,1918,Good,4 m,2,"Living area (residential, urban or rural)",96,15,Yes,Installed,8,4,15,14,9,8,1,1,1,Yes,18,Yes,No,157,Connected,Yes,68,23,No,No,Yes,No,183,C,20240109006830,34 kg CO₂/m²,21966 kWh/year,No,Gas,Yes,58,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Rue de la Wallonie 2A,5709039,,,,,,,,,,
11085669,2024-01-26,429250,9030,At delivery,,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Yes,No,Non flood zone,,,,No,Sint-Denijslaan 1,5767153,16,Yes,,,,,,,,
11085913,2024-01-26,320000,1800,After signing the deed,,Vlaams-Brabant Noorden,1874,Good,6 m,2,Urban,120,20,Yes,Hyper equipped,6,3,21,9,24,,1,1,1,,10,Yes,No,60,Connected,Yes,,6,No,No,Yes,No,306,D,20200525-0002273331-RES-1,8 kg CO₂/m²,Not specified,,Gas,Yes,60,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Parklaan 59/1,5713131,,Yes,Yes,,,,,,,
11098176,2024-01-26,174000,2140,After signing the deed,,Nieuw Borgerhout,1968,To renovate,50 m,4,"Living area (residential, urban or rural)",83,30,,,7,2,17,9,,,1,,1,,,,,1954,,Yes,,3,Yes,,Yes,,199,B,20230508-0002886258-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,Karel de Preterlei 1A,12060 - 4492,,Yes,,1,Yes,"Yes, conform",,,,
11086364,2024-01-26,645000,9620,After signing the deed,,Oost-Vlaanderen,1976,Good,18 m,4,Urban,272,53,,Installed,28,4,17,17,15,14,1,,2,Yes,,,No,2627,Connected,,2327,26,,,Yes,,462,E,20230818-0002967446-RES-1,Not specified,Not specified,,Fuel oil,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)",,,No,Sint-Denijslaan 1,5821801,4,,,2,,,12,,,
11086309,2024-01-26,335600,9810,At delivery,,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,,No,Non flood zone,,,,No,Sint-Denijslaan 1,5821731,,Yes,,1,,,,,,
11089134,2024-01-26,515000,9500,After signing the deed,,Oost-Vlaanderen,2009,As new,12 m,4,Isolated,168,38,,Installed,14,3,21,18,14,,1,,2,Yes,,Yes,No,421,Connected,Yes,326,22,,,Yes,,127,B,20230827-0002970113-RES-1,Not specified,Not specified,,Gas,Yes,,Yes,,,Non flood zone,"Living area (residential, urban or rural)",,,No,Sint-Denijslaan 1,5823099,3,Yes,,1,,,,,,
11089350,2024-01-26,379900,4140,After signing the deed,,Liège,2013,As new,10 m,4,Countryside,180,25,Yes,Installed,11,3,20,13,11,,1,1,2,,15,Yes,No,437,Connected,,367,60,No,No,Yes,No,169,B,RWPEB-004082.2,Not specified,23605 kWh/year,,Fuel oil,Yes,74,,,,Non flood zone,"Living area (residential, urban or rural)",,,No,Rue J. Wettinck 49,5822207,,,,,,,,"Yes,Yes",Yes,
10277856,2024-01-26,429000,6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,Avenue de Longwy 340,5598 -,,,,,,,,,,
11089127,2024-01-26,373016,9230,At delivery,,Gent en omstreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,No,Non flood zone,,,,No,Sint-Denijslaan 1,5823086,,Yes,,,,,,,,
11089348,2024-01-26,349000,4100,After signing the deed,,,1900,To renovate,12 m,2,Isolated,110,23,Yes,Not installed,13,5,12,18,15,9,4,4,4,Yes,,,No,1640,Connected,Yes,465,45,No,No,Yes,No,418,E,20240112001720,Not specified,72247 kWh/year,No,Gas,Yes,1170,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,Rue J. Wettinck 49,5821929,6,,,1,,,25,"Yes,Yes",,18
11089172,2024-01-26,345000,9600,After signing the deed,March 18 2024 - 12:00 AM,Vlaamse Ardennen,1915,To be done up,11 m,3,Urban,272,10,,Semi equipped,22,6,20,18,12,12,1,1,3,,,Yes,No,650,Connected,Yes,350,20,No,No,Yes,No,290,C,3114101,8851 kg CO₂/m²,Not specified,No,Gas,Yes,280,No,Yes,No,Recognized flood zone,"Living area (residential, urban or rural)",,,No,Stationstraat 30,5743580,,,,1,Yes,,,,,8
11089176,2024-01-26,309000,9600,After signing the deed,April 7 2024 - 12:00 AM,Vlaamse Ardennen,1953,Good,12 m,3,"Living area (residential, urban or rural)",293,30,Yes,Semi equipped,18,6,20,18,20,16,2,,2,Yes,,Yes,No,445,Connected,Yes,300,10,No,No,Yes,No,299,C,20231102-0003030410,9999 kg CO₂/m²,Not specified,No,Gas,Yes,195,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Stationstraat 30,5822176,2,,,1,Yes,,,,,65
11089016,2024-01-26,269000,9230,After signing the deed,,Oost- Vlaanderen,1956,Good,6 m,3,Urban,155,32,,Installed,6,3,14,14,11,,2,,2,Yes,,Yes,No,424,Connected,Yes,,26,No,No,Yes,No,765,F,20231114-0003039975-RES-1,Not specified,Not specified,,Gas,Yes,82,No,No,No,,"Living area (residential, urban or rural)",,,No,Hoogstraat 20,5576841,4,Yes,,1,Yes,,,,,
11093415,2024-01-26,498000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,Brusselsesteenweg 690,PR23004 IWG,,,,,,,,,,
11092921,2024-01-26,492000,2360,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,No,No,Non flood zone,,,,No,Kempenlaan 32,112051 - NWB-23-CVA-,,Yes,,,,,,,,
11093350,2024-01-26,449000,9308,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,EPB-nieuwbouw,Not specified,Not specified,,,,,Yes,,No,Non flood zone,,,,No,Parklaan 63,21269 -,,Yes,,,,,,,,
11093267,2024-01-26,449000,1780,After signing the deed,,,1978,Good,6 m,2,Urban,160,,Yes,Installed,9,4,12,12,8,10,1,,2,Yes,14,,No,180,Connected,Yes,114,6,No,No,Yes,No,245,C,"!""""#$%",9 kg CO₂/m²,Not specified,,Gas,Yes,66,,,,,,,,No,Avenue Charles Quint 515,5727156,,,,1,,,10,,Yes,,14,Yes,,,,,,,,,,,,,
11092075,2024-01-26,289000,4671,Depending on the tenant,September 30 2024 - 12:00 AM,Liège environs,1850,Good,7 m,2,"Living area (residential, urban or rural)",267,53,Yes,Installed,26,5,16,13,12,11,3,3,3,Yes,33,Yes,No,366,Connected,,90,35,No,No,Yes,No,494,F,20231228006520,122 kg CO₂/m²,55933 kWh/year,No,Fuel oil,Yes,120,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Rue de la Wallonie 2A,5703569,2,,,,,,7,,,,,,,,,,,,,,,,,,
11093411,2024-01-26,409500,9880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,Brusselsesteenweg 690,PR23008PRIWWoning,,,,,,,,,,,,,,,,,,,,,,,,,
11092112,2024-01-26,245000,4101,After signing the deed,,,1949,Just renovated,9 m,2,Isolated,125,15,Yes,Hyper equipped,15,3,16,12,6,,1,1,2,,15,,No,210,Connected,Yes,60,40,No,No,Yes,No,237,C,20231123004560,Not specified,29087 kWh/year,No,Gas,Yes,100,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Rue J. Wettinck 49,5823858,,,,,,,,,,,,,,,,,,,,,,,,,
11094179,2024-01-26,1050000,9000,After signing the deed,,Gent en omstreken,1904,Good,6 m,2,Urban,279,,,Installed,,4,16,29,18,14,4,4,4,,,,No,86,Connected,Yes,,,No,No,Yes,No,284,C,20230111-0002776952-KNR-1,28 kg CO₂/m²,Not specified,"Yes, conform",Gas,Yes,,No,Yes,,Non flood zone,Residential area with cultural historical aesthetic value,,,No,Sint-Denijslaan 1,5825729,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,,
11094135,2024-01-26,345000,9800,At delivery,,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,No,No,Non flood zone,,,,No,Sint-Denijslaan 1,5825626,,Yes,,12,,,,,,,,,,,,,,,,,,,,,
11094961,2024-01-26,299000,2870,,July 1 2024 - 12:00 AM,,1954,Good,5 m,2,,148,,Yes,Semi equipped,,3,18,18,9,,2,,2,,,,,145,,Yes,51,11,,,Yes,,297,C,20240121-0003116077-RES-1,Not specified,Not specified,No,Gas,Yes,,,Yes,,Non flood zone,"Living area (residential, urban or rural)",,,No,Coquilhatstraat 37-39,6044 - 1422,,Yes,,,,,,,,,,,,,North West,,,,,,,,,,
11094178,2024-01-26,289000,9000,After signing the deed,,Gent en omstreken,1932,To be done up,6 m,2,Urban,154,21,,USA semi equipped,10,3,17,18,15,,1,,1,,,,No,55,Connected,Yes,8,,No,No,,No,353,D,20230404-0002851651-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Sint-Denijslaan 1,5825727,,,Yes,,,,,,,,,,,,,,,,,,,,,,
11094339,2024-01-26,285000,1495,After signing the deed,March 1 2024 - 12:00 AM,Villers-la-Ville,1875,To be done up,10 m,4,,204,17,Yes,Not installed,12,3,14,12,11,,1,1,1,Yes,,Yes,No,1264,Not connected,,1154,,No,Yes,Yes,No,223,C,20240117019470,56 kg CO₂/m²,45514 kWh/year,No,Fuel oil,Yes,110,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,No,Grand Place 2,5396554,,,,,Yes,,10,,,,,,,,,,,,,,,,,,
11094271,2024-01-26,280000,6840,At delivery,,Zone Centre Province du Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,No,Avenue de Bouillon 92,5824810,2,,,,,,,,,,,,,,,,,,,,,,,,
11094364,2024-01-26,239000,4682,After signing the deed,June 1 2024 - 12:00 AM,Oupeye,1938,As new,7 m,4,"Living area (residential, urban or rural)",166,32,Yes,Installed,7,3,20,15,14,,1,1,2,Yes,,,No,436,Connected,,145,35,No,No,Yes,No,235,C,20240122002799,57 kg CO₂/m²,45994 kWh/year,No,Fuel oil,Yes,121,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)",,,No,Rue de la Wallonie 2A,5712652,,Yes,,1,,,8,,,,28,,,,,Yes,,,,,,,,,
11096771,2024-01-26,560000,9050,At delivery,,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,A,Not specified,Not specified,Not specified,,,,,Yes,No,,Non flood zone,,,,No,Sint-Denijslaan 1,5827541,1,Yes,,1,,,,,,,,,,,,,,,,,,,,,
11097706,2024-01-26,359000,9600,After signing the deed,,STIJLVOL WOONERF,2024,As new,6.5 m,2,"Living area (residential, urban or rural)",145,40,,USA installed,9,3,15,12,10,8,1,1,2,,,,No,160,Connected,Yes,60,17,,,Yes,,1,A,EPC in opmaak - Nieuwbouw - energieneutrale woning tot BEN,1 kg CO₂/m²,Not specified,No,Solar,Yes,,Yes,Yes,,Non flood zone,"Living area (residential, urban or rural)",,,,Saint Sauveur 67,,1,Yes,,,,No,,,,,45,,,,South,,DAMMEKENSHOF,Yes,South,1,1,Yes,Yes,LINNE Vervaecke,+32 498 72 10 90
